route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1197658,2025269,10020252690795505,101,101,0,
1197658,2025270,10020252700795505,101,101,0,
1197658,2025271,10020252710795505,101,101,0,
1197658,2025272,10020252720795505,101,101,0,
1197658,2025273,10020252730795505,101,101,0,
1197658,2025274,10020252740795505,101,101,0,
1197658,2025275,10020252750795505,101,101,0,
1197658,2025276,10020252760795505,101,101,0,
1197658,2025277,10020252770795505,101,101,0,
1197658,2025279,10020252790795505,101,101,0,
1197658,2025280,10020252800795505,101,101,0,
1197658,2025281,10020252810795505,101,101,0,
1197658,2169475,10021694750795505,101,101,0,
1197658,2025269,10120252690795505,101,101,0,
1197658,2025270,10120252700795505,101,101,0,
1197658,2025271,10120252710795505,101,101,0,
1197658,2025272,10120252720795505,101,101,0,
1197658,2025273,10120252730795505,101,101,0,
1197658,2025274,10120252740795505,101,101,0,
1197658,2025275,10120252750795505,101,101,0,
1197658,2025276,10120252760795505,101,101,0,
1197658,2025277,10120252770795505,101,101,0,
1197658,2025279,10120252790795505,101,101,0,
1197658,2025280,10120252800795505,101,101,0,
1197658,2025281,10120252810795505,101,101,0,
1197658,2169475,10121694750795505,101,101,0,
1197658,2025269,1020252690795505,101,101,0,
1197658,2025270,1020252700795505,101,101,0,
1197658,2025271,1020252710795505,101,101,0,
1197658,2025272,1020252720795505,101,101,0,
1197658,2025273,1020252730795505,101,101,0,
1197658,2025274,1020252740795505,101,101,0,
1197658,2025275,1020252750795505,101,101,0,
1197658,2025276,1020252760795505,101,101,0,
1197658,2025277,1020252770795505,101,101,0,
1197658,2025279,1020252790795505,101,101,0,
1197658,2025280,1020252800795505,101,101,0,
1197658,2025281,1020252810795505,101,101,0,
1197658,2169475,1021694750795505,101,101,0,
1197658,2025269,10220252690795505,101,101,0,
1197658,2025270,10220252700795505,101,101,0,
1197658,2025271,10220252710795505,101,101,0,
1197658,2025272,10220252720795505,101,101,0,
1197658,2025273,10220252730795505,101,101,0,
1197658,2025274,10220252740795505,101,101,0,
1197658,2025275,10220252750795505,101,101,0,
1197658,2025276,10220252760795505,101,101,0,
1197658,2025277,10220252770795505,101,101,0,
1197658,2025279,10220252790795505,101,101,0,
1197658,2025280,10220252800795505,101,101,0,
