from_stop_id,to_stop_id,transfer_type,min_transfer_time
4211780,2270,2,198
4472773,1724,2,192
3619167,2276,2,252
1724,4035038,2,225
4015724,2202,2,93
4045008,1827,2,629
1724,4035039,2,225
2469,1715,2,480
4015727,1947,2,164
3926189,2366,2,672
4459240,2469,2,216
3764747,1827,2,658
1826,1827,2,370
3747810,1724,2,195
5158053,2202,2,80
3747810,2469,2,195
3926190,2366,2,700
4009616,2366,2,226
4016039,1872,2,292
1723,2469,2,149
4037283,2469,2,226
3764755,1948,2,225
5761302,1717,2,162
2144,3811240,2,229
2144,3811241,2,210
1723,1724,2,141
3926177,1749,2,286
4726762,2366,2,671
3887705,1662798,2,215
3887705,1662797,2,215
4799004,2462,2,145
4016608,2270,2,279
4016044,1947,2,71
3812933,1928,2,243
5150171,1662797,2,202
5150171,1662798,2,202
4016617,2270,2,201
3813115,2366,2,658
5250730,2268,2,317
4009539,2253,2,251
5091987,2270,2,265
3747809,2469,2,195
4472995,1827,2,648
3764966,1827,2,235
5726319,1692060,2,207
5158084,2165,2,212
3813119,1928,2,221
4473643,2224,2,221
4009642,2469,2,269
3442453,2275,2,189
3343762,2293,2,180
3812983,1719,2,279
4211813,1717,2,188
4036739,2536,2,201
5761305,2461,2,300
3807589,2253,2,243
4739210,1724,2,214
4045009,2366,2,672
2363,2366,2,289
6131931,1748,2,241
5158081,1724,2,226
4037297,1827,2,671
5018185,2284,2,279
4016024,1872,2,292
4799005,1717,2,150
4008888,2469,2,225
3813122,2464,2,181
4037002,2366,2,671
5018192,1724,2,226
3740558,1820,2,244
5761304,1716,2,300
3887782,1928,2,243
2025,2544,2,59
2364,1827,2,126
5762004,2419,2,233
4179715,2462,2,161
4574157,1874,2,291
1656,4016287,2,201
1656,4016288,2,216
5762009,1872,2,321
5761999,2009,2,212
3764966,2366,2,235
4008837,1724,2,269
3926217,1724,2,205
5158064,2419,2,233
3893511,2372,2,185
3442433,1827,2,625
5762008,2268,2,210
4473147,2366,2,671
4009620,1827,2,700
4037002,1827,2,671
5289149,2366,2,225
5747306,2469,2,216
4009537,1928,2,251
4017065,2202,2,81
3749997,1888,2,225
4036835,1874,2,188
3926176,2427,2,224
4472777,2419,2,225
3813058,1928,2,221
5657268,1724,2,199
4016798,2202,2,94
4472750,1662795,2,209
5121388,2203,2,264
4016617,1874,2,201
4472750,1662796,2,209
4016343,2536,2,216
5150757,2203,2,258
